Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
medhosp3_code_ab,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Antibiotics),"03.00, 03.00 Not specified | 03.01, 03.01 Acetyl Sulfisozaxole, Trade name: Gantrisin | 03.02, 03.02 Amikacin, Trade name: Amikin | 03.03, 03.03 Amipicillin/Sulbactam, Trade name: Unasyn | 03.04, 03.04 Amoxicillin, Trade name: Amoxil | 03.05, 03.05 Amoxicillin-Clavulanic Acid, Trade name: Augmentin | 03.06, 03.06 Amphotericin, Trade name: Fungizone | 03.07, 03.07 Ampicillin, Trade name: Omnipen | 03.08, 03.08 Azithromycin, Trade name: Zithromax | 03.09, 03.09 Aztreonam, Trade name: Azactam | 03.10, 03.10 Carbenicillin, Trade name: Geocillin | 03.11, 03.11 Cefazolin, Trade names: Ancef, Kefzol | 03.12, 03.12 Cefepime, Trade name: Maxipime | 03.13, 03.13 Cefotaxime, Trade name: Claforan | 03.14, 03.14 Ceftazidime, Trade name: Fortaz | 03.15, 03.15 Ceftriaxone, Trade name: Rocephin | 03.16, 03.16 Cephalexin, Trade name: Keflex | 03.17, 03.17 Ciprofloxacin, Trade name: Cipro | 03.18, 03.18 Clarithromycin, Trade name: Biaxin | 03.19, 03.19 Clindamycin, Trade name: Cleocin | 03.20, 03.20 Erythromycin | 03.21, 03.21 Erythromycin and Sulfisoxazole, Trade name: Pediazole | 03.22, 03.22 Fluconazole, Trade name: Diflucan | 03.23, 03.23 Gentamicin | 03.24, 03.24 Ilotycin | 03.25, 03.25 Imipenem, Trade name: Primaxin | 03.26, 03.26 Meropenem, Trade name: Merrem | 03.27, 03.27 Metronidazole, Trade name: Flagyl | 03.28, 03.28 Mycostatin, Trade name: Nystatin | 03.29, 03.29 Neomycin | 03.30, 03.30 Nystatin, Trade name: Mycostatin | 03.31, 03.31 Oxacillin | 03.32, 03.32 Penicillin | 03.33, 03.33 Piperacillin, Trade name: Pipracil | 03.34, 03.34 Piperacillin/Tazobactam, Trade name: Zosyn | 03.35, 03.35 Tobramycin, Trade name: Tobrex | 03.36, 03.36 Trimethoprim-Sulfamethoxazole, Trade names: Bactrim, Septra | 03.37, 03.37 Vancomycin | 03.99, 03.99 Other antibiotics",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""3""",Y,,,,,
medhosp3_code_ac,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Anticonvulsant),"04.00, 04.00 Not specified | 04.01, 04.01 Fosphenytoin, Trade name: Cerebrex | 04.02, 04.02 Phenobarbital, Trade name: Luminal | 04.99, 04.99 Other anticonvulsant",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""4""",Y,,,,,
medhosp3_code_ae,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Antiemetic),"05.00, 05.00 Not specified | 05.01, 05.01 Ondansetron HCl, Trade name: Zofran | 05.99, 05.99 Other antiemetic",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""5""",Y,,,,,
medhosp3_code_ah,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Antihypertensives),"06.00, 06.00 Not specified | 06.01, 06.01 Clonidine, Trade names: Catapres, Duraclon | 06.02, 06.02 Diazoxide, Trade names: Hyperstat, Proglycem | 06.03, 06.03 Doxazosin, Trade name: Cardura | 06.04, 06.04 Guanabenz, Trade name: Wytensin | 06.05, 06.05 Guanadril, Trade name: Hylorel | 06.06, 06.06 Guanethidine, Trade name: Ismelin | 06.07, 06.07 Guanfacine, Trade name: Tenex | 06.08, 06.08 Hydralazine, Trade name: Apresoline | 06.09, 06.09 Isosorbide dinitrate, Trade names: Dilatrate, Isordil, Sorbitrate | 06.10, 06.10 Isosorbide mononitrate, Trade names: Imdur, Ismo | 06.11, 06.11 Ketanserin | 06.12, 06.12 Mecamylamine, Trade name: Inversine | 06.13, 06.13 Methyldopa, Trade name: Aldomet | 06.14, 06.14 Minoxidil, Trade names: Loniten, Rogaine | 06.15, 06.15 Nitric Oxide | 06.16, 06.16 Nitroglycerin | 06.17, 06.17 Nitroprusside, Trade name: Nipride | 06.18, 06.18 Prazosin, Trade name: Minipress | 06.19, 06.19 Reserpine, Trade name: Serpasil | 06.20, 06.20 Terazosin, Trade name: Hytrin | 06.21, 06.21 Trimethaphan, Trade name: Arfonad | 06.22, 06.22 Sildenafil, Trade name: Viagra | 06.99, 06.99 Other antihypertensive",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""6""",Y,,,,,
medhosp3_code_ath,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Antithrombotics),"07.00, 07.00 Not specified | 07.01, 07.01 Abciximab, Trade name: Reopro | 07.02, 07.02 Aspirin | 07.03, 07.03 Bivalirudin | 07.04, 07.04 Clopidogrel, Trade name: Plavix | 07.05, 07.05 Dipyridamole, Trade names: Aggrenox, Persantine | 07.06, 07.06 Enoxaparin, Trade name: Lovenox | 07.07, 07.07 Eptifibatide, Trade name: Integrilin | 07.08, 07.08 Heparin | 07.09, 07.09 Low Molecular weight heparin, Trade name: Bemiparin | 07.10, 07.10 Ticlopidine HCl, Trade name: Ticlid | 07.11, 07.11 Tirofiban, Trade name: Aggrastat | 07.12, 07.12 Warfarin, Trade name: Coumadin | 07.13, 07.13 Apixaban, Trade name: Eliquis | 07.14, 07.14 Argatroban, Trade name: Acova | 07.15, 07.15 Ticlopidine | 07.16, 07.16 Prasugrel | 07.17, 07.17 Ticagrelor | 07.99, 07.99 Other antithrombotics",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""7""",Y,,,,,
medhosp3_code_bb,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Beta Blocker),"8.00, 08.00 Not specified | 08.01, 08.01 Acebutolol, Trade name: Sectral | 08.02, 08.02 Alprenolol | 08.03, 08.03 Amlodipine, Trade name: Norvasc | 08.04, 08.04 Atenolol, Trade name: Tenormin | 08.05, 08.05 Betaxolol, Trade names: Betoptic, Kerlone | 08.06, 08.06 Bisoprolol, Trade name: Zebeta | 08.07, 08.07 Bobindolol | 08.08, 08.08 Cartelol, Trade names: Cartrol, Ocupress | 08.09, 08.09 Carvedilol, Trade name: Coreg | 08.10, 08.10 Celiprolol | 08.11, 08.11 Dievalol | 08.12, 08.12 Esmolol, Trade name: Brevibloc | 08.13, 08.13 Labetolol, Trade name: Normodyne | 08.14, 08.14 Metoprolol, Trade names: Lopressor, Toprol | 08.15, 08.15 Nadolol, Trade name: Corgard | 08.16, 08.16 Nisoldipine, Trade name: Sular | 08.17, 08.17 Oxprenolol, Trade name: Trasicor | 08.18, 08.18 Penbutolol, Trade name: Levatol | 08.19, 08.19 Pindolol, Trade name: Visken | 08.20, 08.20 Propranolol, Trade name: Inderal | 08.21, 08.21 Sotalol, Trade name: Betapace | 08.22, 08.22 Timolol, Trade name: Blocadren | 08.99, 08.99 Other beta-blocker",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""8""",Y,,,,,
medhosp3_code_bio,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Biologics),"09.00, 09.00 Not specified | 09.01, 09.01 Coenzyme Q10 | 09.02, 09.02 Desmopressin, Trade name: DDAVP | 09.03, 09.03 Gamma Globulin | 09.04, 09.04 Iron Preparations, Trade name: Fer-in-sol | 09.05, 09.05 Mannitol, Trade name: Cosmitrol | 09.06, 09.06 Surfactant, Trade names: Survanta, Exosurf | 09.07, 09.07 Vitamin K | 09.08, 09.08 Multivitamin | 09.09, 09.09 Convalescent plasma from COVID 19 patients | 09.10, 09.10 Vitamin C | 09.11, 09.11 Thiamine | 09.12, 09.12 Fresh frozen plasma (FFP) | 09.99, 09.99 Other biologics",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""9""",Y,,,,,
medhosp3_code_bd,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Bronchodilators),"10.00, 10.00 Not specified | 10.01, 10.01 Albuterol, Trade names: Ventolin, Xopenex, Preventil | 10.02, 10.02 Aminophylline | 10.03, 10.03 Beclomethasone, Trade name: Beclovert | 10.04, 10.04 Cromolyn, Trade name: Intal | 10.05, 10.05 Fluticasone, Trade names: Flovent, Flonase | 10.06, 10.06 Ipratropium, Trade name: Atrovent | 10.07, 10.07 Isoetharine, Trade name: Bronkosol | 10.08, 10.08 Metaproteranol, Trade name: Alupent | 10.09, 10.09 Theophylline, Trade names: Slo-bid, Theodur | 10.99, 10.99 Other bronchodilators",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""10""",Y,,,,,
medhosp3_code_ccb,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Calcium Channel Blockers),"11.00, 11.00 Not specified | 11.01, 11.01 Bepridil HCl, Trade name: Vascor | 11.02, 11.02 Diltiazam, Trade name: Cardiazem | 11.03, 11.03 Felodipine, Trade name: Plendil | 11.04, 11.04 Isradipine, Trade name: Dynacirc | 11.05, 11.05 Nicardipine, Trade name: Cardene | 11.06, 11.06 Nifedipine, Trade name: Procardia | 11.07, 11.07 Nimodipine, Trade name: Nimotop | 11.08, 11.08 Verapamil, Trade names: Calan, Isotopin, Verelan, Chronovera, Covera-HS | 11.99, 11.99 Other calcium channel blockers",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""11""",Y,,,,,
medhosp3_code_coa,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Coagulant),"12.00, 12.00 Not specified | 12.01, 12.01 Aprotinin | 12.02, 12.02 Aminocaproic acid, Trade name: Amicar | 12.03, 12.03 Protamine | 12.99, 12.99 Other coagulant",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""12""",Y,,,,,
medhosp3_code_cei,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Converting Enzyme Inhibitor),"13.00, 13.00 Not specified | 13.01, 13.01 Benazepril, Trade name: Lotensin | 13.02, 13.02 Captopril, Trade name: Capoten | 13.03, 13.03 Cilarapril, Trade name: Primaxin | 13.04, 13.04 Enalapril, Trade name: Vasotec | 13.05, 13.05 Enalaprilat, Trade name: Vasotec | 13.06, 13.06 Fosinopril, Trade name: Monopril | 13.07, 13.07 Lisinopril, Trade names: Prinivil, Zestril | 13.08, 13.08 Pentopril | 13.09, 13.09 Perindopril, Trade name: Aceon | 13.10, 13.10 Quinapril, Trade name: Accupril | 13.11, 13.11 Ramipril, Trade name: Altace | 13.12, 13.12 Trandolapril, Trade name: Mavik | 13.99, 13.99 Other converting enzyme inhibitor",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""13""",Y,,,,,
medhosp3_code_diu,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Diuretics),"14.00, 14.00 Not specified | 14.01, 14.01 Acetazolamide, Trade name: Diamox | 14.02, 14.02 Amiloride, Trade name: Midamor | 14.03, 14.03 Nesiritide, Trade name: Natrecor | 14.04, 14.04 Bumetanide, Trade name: Bumex | 14.05, 14.05 Chlorothiazide, Trade name: Diuril | 14.06, 14.06 Chlorthalidone, Trade name: Hygroton | 14.07, 14.07 Ethacrynic Acid, Trade name: Edecrin | 14.08, 14.08 Furosemide, Trade name: Lasix | 14.09, 14.09 Hydrochlorothiazide, Trade name: Hyprodiuril | 14.10, 14.10 Indapamide, Trade name: Lozol | 14.11, 14.11 Metolazone, Trade name: Zaroxyln | 14.12, 14.12 Piretanide | 14.13, 14.13 Spironolactone, Trade name: Aldactone | 14.14, 14.14 Thiazides | 14.15, 14.15 Torasemide | 14.16, 14.16 Triamterene, Trade name: Dyrenium | 14.99, 14.99 Other diuretics",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""14""",Y,,,,,
medhosp3_code_ele,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Electrolytes),"15.00, 15.00 Not specified | 15.01, 15.01 Calcium Chloride | 15.02, 15.02 Calcium Glubionate, Trade name: Neo- Calglucon | 15.03, 15.03 Magnesium | 15.04, 15.04 Potassium | 15.05, 15.05 Sodium Bicarbonate | 15.06, 15.06 Tromethamine, Trade name: THAM | 15.99, 15.99 Other electrolytes",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""15""",Y,,,,,
medhosp3_code_gi,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Gastrointestinal),"16.00, 16.00 Not specified | 16.01, 16.01 Aluminum/Magnesium Hydroxide, Trade name: Maalox | 16.02, 16.02 Cimetidine, Trade name: Tagamet | 16.03, 16.03 Metoclopramide HCl, Trade name: Reglan | 16.04, 16.04 Mylanta | 16.05, 16.05 Ondansetron HCL, Trade name: Zofran | 16.06, 16.06 Ranitidine, Trade name: Zantac | 16.07, 16.07 Simethicone, Trade name: Mylicon | 16.08, 16.08 Sucralfate, Trade name: Carafate | 16.09, 16.09 Omeprazole, Trade name: Prilosec | 16.10, 16.10 Lansoprazole, Trade name: Prevacid | 16.11, 16.11 Famotidine, Trade name: Pepcid | 16.99, 16.99 Other gastrointestinal",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""16""",Y,,,,,
medhosp3_code_gc,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Glycoside),"17.00, 17.00 Not specified | 17.01, 17.01 Digitoxin, Trade name: Crystodigin | 17.02, 17.02 Digoxin, Trade name: Lanoxin | 17.03, 17.03 Ouabain | 17.99, 17.99 Other glycoside",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""17""",Y,,,,,
medhosp3_code_ha,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Hormonal agents),"18.00, 18.00 Not specified | 18.01, 18.01 Prostaglandin E, Trade name: Alprostadil | 18.02, 18.02 Atropine | 18.03, 18.03 Cortisone | 18.04, 18.04 Dexamethasone, Trade name: Decadron | 18.05, 18.05 Growth Hormone, Trade names: Humatrope, Protropin | 18.06, 18.06 Hydrocortisone, Trade name: Solu-cortef | 18.07, 18.07 Insulin | 18.08, 18.08 Levothyroxine, Trade name: Synthroid | 18.09, 18.09 Methylprednisolone/Prednisolone, Trade names: Solumedrol, Prelone | 18.10, 18.10 Prednisone, Trade name: Bronkosol | 18.11, 18.11 Testosterone | 18.12, 18.12 Estrogen, Trade name: Premarin | 18.13, 18.13 Progestin, Trade name: Provera | 18.14, 18.14 Infertility Treatments | 18.99, 18.99 Other hormonal agents (including all birth control)",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""18""",Y,,,,,
medhosp3_code_ia,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Inotropic agents),"19.00, 19.00 Not specified | 19.01, 19.01 Amrinone, Trade name: Inocor | 19.02, 19.02 Dobutamine, Trade name: Dobutrex | 19.03, 19.03 Dopamine, Trade name: Inotropin | 19.04, 19.04 Epinephrine, Trade names: Adrenalin, Vaponefrin | 19.05, 19.05 Isoproteranol, Trade name: Isuprel | 19.06, 19.06 Midoldrine | 19.07, 19.07 Milrinone, Trade name: Primacor | 19.08, 19.08 Norepinephrine, Trade name: Levophed | 19.09, 19.09 Phenylephrine, Trade name: Neo-Synephrine | 19.99, 19.99 Other inotropes",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""19""",Y,,,,,
medhosp3_code_lla,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Lipid-lowering agents),"20.00, 20.00 Not specified | 20.01, 20.01 Cholestyramine, Trade names: Cholybar, Questran | 20.02, 20.02 Clofibrate, Trade name: Atromid-s | 20.03, 20.03 Colestipol, Trade name: Colestid | 20.04, 20.04 FIuvostatin | 20.05, 20.05 Gemfibrozil, Trade name: Lopid | 20.06, 20.06 Lovastatin, Trade name: Mevacor | 20.07, 20.07 Nicotinic acid | 20.08, 20.08 Pravastatin, Trade name: Pravachol | 20.09, 20.09 Probucol, Trade name: Lorelco | 20.10, 20.10 Simvastatin, Trade name: Zocor | 20.11, 20.11 Atorvastatin | 20.12, 20.12 Rosuvastatin | 20.99, 20.99 Other lipid-lowering agents",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""20""",Y,,,,,
medhosp3_code_nba,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Neuromuscular Blocking Agent),"21.00, 21.00 Not specified | 21.01, 21.01 Pancuronium, Trade name: Pavulon | 21.02, 21.02 Succinylcholine | 21.99, 21.99 Other neuromuscular blocking agent",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""21""",Y,,,,,
medhosp3_code_sed,additional_medications_during_hospitalization,,dropdown,"Medication 3 Code (Sedatives, hypnotics, anesthetics, analgesics)","22.00, 22.00 Not specified | 22.01, 22.01 Acetaminophen, Trade name: Tylenol | 22.02, 22.02 Methohexital, Trade name: Brevitol | 22.03, 22.03 Chloral Hydrate, Trade name: Noctec | 22.04, 22.04 Codeine | 22.05, 22.05 Diazepam, Trade name: Valium | 22.06, 22.06 Diphenhydramine, Trade name: Benadryl | 22.07, 22.07 Fentanyl, Trade name: Sublimaze | 22.08, 22.08 Halothane | 22.09, 22.09 Ibuprofen, Trade names: Pediaprofen, Motrin | 22.10, 22.10 Isoflurane | 22.11, 22.11 Ketamine, Trade name: Ketalar | 22.12, 22.12 Ketorolac, Trade name: Toradol | 22.13, 22.13 Lorazepam, Trade name: Ativan | 22.14, 22.14 Methadone, Trade name: Dolophine | 22.15, 22.15 Midazolam, Trade name: Versed | 22.16, 22.16 Morphine | 22.17, 22.17 Nalaxone, Trade name: Narcan | 22.18, 22.18 Naproxen Sodium, Trade name: Naprosyn | 22.19, 22.19 Sufentanil | 22.20, 22.20 Thiopental, Trade name: Pentothal | 22.21, 22.21 General Anesthesia | 22.22, 22.22 Oxycodone, Trade name: OxyContin | 22.99, 22.99 Other sedatives, hypnotics, anesthetics, analgesics",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""22""",Y,,,,,
medhosp3_code_thb,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Thrombolytics),"23.00, 23.00 Not specified | 23.01, 23.01 Alteplase, Trade name: Activase | 23.02, 23.02 Anistreplase, Trade name: Eminase | 23.03, 23.03 Streptokinase, Trade names: Kabikinase, Streptase | 23.04, 23.04 Urokinase, Trade name: Abbokinase | 23.99, 23.99 Other thrombolytics",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""23""",Y,,,,,
medhosp3_code_add,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Attention deficit disorder therapies),"24.00, 24.00 Not specified | 24.01, 24.01 Amphetamine + Dextroamphetamine, Trade name: Adderall | 24.02, 24.02 Atomoxetine, Trade name: Strattera | 24.03, 24.03 Dexmethylphenidate, Trade name: Focalin | 24.04, 24.04 Dextroamphetamine, Trade name: Dexedrinel | 24.05, 24.05 Methyphenidate, Trade names: Ritalin, Concerta, Methylin, Metadate | 24.99, 24.99 Other attention deficit disorder therapy",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""24""",Y,,,,,
medhosp3_code_ahi,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Antihistamines),"25.00, 25.00 Not specified (including Diphenhydramine (Benadryl) | 25.01, 25.01 Fexofenadine Hydrochloride, Trade name: Allegra | 25.02, 25.02 Azelastine Hydrochloride, Trade names: Astelin, Astepro | 25.03, 25.03 Loratadine, Trade name: Claritin | 25.04, 25.04 Montelukast Sodium, Trade name: Singulair | 25.05, 25.05 Cetirizine, Trade name: Zyrtec | 25.99, 25.99 Other antihistamines",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""25""",Y,,,,,
medhosp3_code_imd,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Immunomodulatory),"26.01, 26.01 Adalimumab (TNF inhibitor) | 26.02, 26.02 Anakinra (IL-1 blockade) | 26.03, 26.03 Etanercept (TNF inhibitor) | 26.04, 26.04 Infliximab (TNF inhibitor) | 26.05, 26.05 Tocilizumab (IL-6 blockade) | 26.06, 26.06  Hydroxychloroquine | 26.07, 26.07 Cyclosporine | 26.08, 26.08 Cyclophosphamide | 26.09, 26.09 Canakinumab | 26.10, 26.10 Siltuximab | 26.11, 26.11 Baricitinib (JAK inhibitor) | 26.12, 26.12 Tofacitinib (JAK inhibitor) | 26.13, 26.13 Upadacitinib (JAK inhibitor) | 26.14, 26.14 Emapalumab (IFN gamma antibody) | 26.15, 26.15 Chloroquine | 26.99 , 26.99  Other Immunomodulatory",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""26""",Y,,,,,
medhosp3_code_av,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Antiviral),"27.01, 27.01 Remdesivir | 27.02, 27.02 Oseltamivir, Trade name: Tamiflu | 27.03, 27.03 Lopinavir/ritonavir, Trade name: Kaletra | 27.04, 27.04 Favipiravir, Trade name: Avigan | 27.99, 27.99 Other antiviral",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""27""",Y,,,,,
medhosp3_code_nonmed,additional_medications_during_hospitalization,,dropdown,Medication 3 Code (Non-medical therapy directed at clearing cytokines),"28.01, 28.01 Plasma exchange | 28.02, 28.02 Cytosorb column | 28.03, 28.03 Hemofiltration for fluid removal | 28.99, 28.99 Other non-medical therapy directed at clearing cytokines",See MUSIC Meds Code List for more details,,,,,"[medhosp3_type] = ""28""",Y,,,,,
medhosp3_name,additional_medications_during_hospitalization,,text,Name of Medication 3,,(Specify name of drug if code is XX.99),,,,,"[medhosp3_type] = ""99.99"" or [medhosp3_code_arc] = ""01.99"" or [medhosp3_code_antiarr] = ""02.99"" or [medhosp3_code_ab] = ""03.99"" or [medhosp3_code_ac] = ""04.99"" or [medhosp3_code_ae] = ""05.99"" or [medhosp3_code_ah] = ""06.99"" or [medhosp3_code_ath] = ""07.99"" or [medhosp3_code_bb] = ""08.99"" or [medhosp3_code_bio] = ""09.99"" or [medhosp3_code_bd] = ""10.99"" or [medhosp3_code_ccb] = ""11.99"" or [medhosp3_code_coa] = ""12.99"" or [medhosp3_code_cei] = ""13.99"" or [medhosp3_code_diu] = ""14.99"" or [medhosp3_code_ele] = ""15.99"" or [medhosp3_code_gi] = ""16.99"" or [medhosp3_code_gc] = ""17.99"" or [medhosp3_code_ha] = ""18.99"" or [medhosp3_code_ia] = ""19.99"" or [medhosp3_code_lla] = ""20.99"" or [medhosp3_code_nba] = ""21.99"" or [medhosp3_code_sed] = ""22.99"" or [medhosp3_code_thb] = ""23.99"" or [medhosp3_code_add] = ""24.99"" or [medhosp3_code_ahi] = ""25.99"" or [medhosp3_code_imd] = ""26.99"" or [medhosp3_code_av] = ""27.99"" or [medhosp3_code_nonmed] = ""28.99""",Y,,,,,
medhosp3_start_dt,additional_medications_during_hospitalization,,text,Date started ,,Please provide start date (mm-dd-yyyy),date_mdy,1/30/20,,,"[medhosp3_type] = ""26"" or [medhosp3_type] = ""28"" or [medhosp3_type] = ""99.99"" or [medhosp3_code_bio] = ""09.99"" or [medhosp3_code_bio] = ""09.03"" or [medhosp3_code_bio] = ""09.09"" or [medhosp3_code_ha] = ""18.03"" or [medhosp3_code_ha] = ""18.04"" or [medhosp3_code_ha] = ""18.06"" or [medhosp3_code_ha] = ""18.09"" or [medhosp3_code_ha] = ""18.10""",Y,,,,,
medhosp3_ae,additional_medications_during_hospitalization,,radio,Related to an adverse event?,"1, Yes | 0, No",,,,,,"[medhosp3_type] > ""0""",Y,RH,,,,
medhosp3_ae_num,additional_medications_during_hospitalization,,text,Adverse event number,,Enter the adverse event number from the adverse event form,integer,1,,,"[medhosp3_ae] = ""1""",Y,,,,,
medhosp4_type,additional_medications_during_hospitalization,Medication 4,dropdown,Medication 4 Type,"1, Angiotensin Receptor Blockers | 2, Antiarrhythmic | 3, Antibiotics | 4, Anticonvulsant | 5, Antiemetic | 6, Antihypertensives | 7, Antithrombotics | 8, Beta Blocker | 9, Biologics | 10, Bronchodilators | 11, Calcium Channel Blockers | 12, Coagulant | 13, Converting Enzyme Inhibitor | 14, Diuretics | 15, Electrolytes | 16, Gastrointestinal | 17, Glycoside | 18, Hormonal agents | 19, Inotropic agents | 20, Lipid-lowering agents | 21, Neuromuscular Blocking Agent | 22, Sedatives, hypnotics, anesthetics, analgesics | 23, Thrombolytics | 24, Attention deficit disorder therapies | 25, Antihistamines | 26, Immunomodulatory | 27, Antiviral | 28, Non-medical therapy directed at clearing cytokines | 99.99, Other not classified",See MUSIC Meds Code List for more details,,,,,,,,,,,
